timestamp,src_ip,dst_ip,port,protocol,bytes
2025-03-03 02:22:00,10.0.0.19,142.250.74.14,22,UDP,38883
2025-03-02 22:13:00,10.0.0.20,185.222.100.8,443,UDP,443699
2025-03-01 18:15:00,10.0.0.11,142.250.74.14,80,TCP,993728
2025-03-03 05:35:00,10.0.0.16,10.0.1.40,3389,TCP,700878
2025-03-02 02:50:00,10.0.0.17,10.0.1.40,445,UDP,958078
2025-03-01 12:33:00,10.0.0.18,10.0.1.10,22,TCP,720423
2025-03-03 06:50:00,10.0.0.14,103.25.56.10,22,UDP,424964
2025-03-03 00:44:00,10.0.0.13,10.0.1.20,22,TCP,703104
2025-03-01 19:15:00,10.0.0.11,188.166.10.4,443,UDP,831467
2025-03-01 21:39:00,10.0.0.18,10.0.1.30,443,UDP,1394999
2025-03-02 11:39:00,10.0.0.20,91.203.5.21,53,TCP,1250003
2025-03-01 14:49:00,10.0.0.19,10.0.1.50,53,TCP,1326247
2025-03-02 02:44:00,10.0.0.12,103.25.56.10,3389,UDP,1253472
2025-03-01 11:32:00,10.0.0.20,10.0.1.50,53,TCP,1063848
2025-03-03 01:16:00,10.0.0.23,45.33.12.8,22,TCP,949407
2025-03-03 05:54:00,10.0.1.50,10.0.1.20,3389,TCP,1015988
2025-03-03 09:51:00,10.0.0.20,188.166.10.4,80,TCP,993429
2025-03-02 05:08:00,10.0.0.17,10.0.1.30,53,UDP,315901
2025-03-02 17:42:00,10.0.0.11,10.0.1.30,80,UDP,1109085
2025-03-02 13:23:00,10.0.0.20,142.250.74.14,443,TCP,714577
2025-03-02 16:30:00,10.0.1.40,10.0.1.30,22,UDP,97966
2025-03-02 13:02:00,10.0.1.10,10.0.1.20,445,UDP,765755
2025-03-01 19:43:00,10.0.1.40,10.0.1.30,53,TCP,1109441
2025-03-01 22:49:00,10.0.1.50,142.250.74.14,80,UDP,356029
2025-03-01 17:42:00,10.0.1.10,10.0.1.40,53,TCP,403854
2025-03-01 16:17:00,10.0.0.19,10.0.1.30,53,TCP,416552
2025-03-01 08:23:00,10.0.0.16,10.0.1.20,445,TCP,452338
2025-03-02 23:15:00,10.0.1.20,10.0.1.40,443,UDP,990424
2025-03-01 14:19:00,10.0.0.20,45.33.12.8,3389,TCP,977934
2025-03-01 23:42:00,10.0.0.20,10.0.1.40,443,UDP,142509
2025-03-01 22:44:00,10.0.0.23,10.0.1.10,22,UDP,323629
2025-03-02 22:56:00,10.0.0.20,10.0.1.10,80,TCP,399875
2025-03-03 09:04:00,10.0.1.30,142.250.74.14,443,UDP,1244070
2025-03-01 19:02:00,10.0.0.20,10.0.1.40,80,TCP,1458087
2025-03-02 22:48:00,10.0.0.17,10.0.1.40,3389,TCP,523053
2025-03-02 16:46:00,10.0.0.10,10.0.1.20,3389,TCP,820242
2025-03-02 17:33:00,10.0.0.12,10.0.1.30,3389,TCP,339695
2025-03-02 10:19:00,10.0.0.13,188.166.10.4,22,TCP,253641
2025-03-03 02:47:00,10.0.0.11,188.166.10.4,3389,UDP,187684
2025-03-02 14:46:00,10.0.0.11,10.0.1.50,80,TCP,257618
2025-03-01 16:30:00,10.0.0.19,10.0.1.20,3389,UDP,473315
2025-03-03 02:33:00,10.0.0.10,103.25.56.10,3389,TCP,942686
2025-03-02 06:26:00,10.0.0.13,10.0.1.40,53,TCP,179654
2025-03-03 03:03:00,10.0.0.12,10.0.1.40,3389,TCP,1021817
2025-03-01 12:05:00,10.0.0.14,10.0.1.30,443,TCP,174553
2025-03-01 18:59:00,10.0.0.14,142.250.74.14,22,TCP,464324
2025-03-01 08:19:00,10.0.1.30,188.166.10.4,3389,TCP,1402076
2025-03-02 17:43:00,10.0.0.22,91.203.5.21,53,UDP,492950
2025-03-01 13:32:00,10.0.0.20,10.0.1.20,3389,TCP,932871
2025-03-01 09:25:00,10.0.0.21,10.0.1.50,22,TCP,687782
2025-03-02 05:33:00,10.0.0.13,45.33.12.8,80,TCP,471908
2025-03-01 23:57:00,10.0.0.12,10.0.1.10,443,TCP,1317261
2025-03-03 04:08:00,10.0.0.16,188.166.10.4,443,UDP,943895
2025-03-02 13:14:00,10.0.0.10,10.0.1.30,22,TCP,1492626
2025-03-02 20:05:00,10.0.0.23,10.0.1.40,443,TCP,749277
2025-03-02 14:58:00,10.0.1.20,10.0.1.50,443,TCP,131398
2025-03-03 08:52:00,10.0.1.10,45.33.12.8,53,TCP,920439
2025-03-02 08:12:00,10.0.1.20,188.166.10.4,80,TCP,747132
2025-03-01 10:55:00,10.0.0.14,103.25.56.10,443,TCP,1429652
2025-03-02 11:09:00,10.0.0.16,188.166.10.4,3389,TCP,448475
2025-03-01 11:46:00,10.0.1.40,10.0.1.20,443,UDP,1057773
2025-03-02 11:12:00,10.0.0.14,10.0.1.40,22,TCP,51435
2025-03-01 19:27:00,10.0.0.15,10.0.1.20,445,TCP,1232267
2025-03-01 10:10:00,10.0.0.15,142.250.74.14,443,UDP,209378
2025-03-01 12:46:00,10.0.1.40,10.0.1.40,53,UDP,585697
2025-03-01 18:11:00,10.0.0.23,10.0.1.30,53,UDP,1208772
2025-03-02 03:27:00,10.0.0.12,142.250.74.14,445,TCP,522812
2025-03-03 08:10:00,10.0.1.40,142.250.74.14,80,TCP,377188
2025-03-01 18:10:00,10.0.1.20,10.0.1.30,445,TCP,1150985
2025-03-02 11:27:00,10.0.0.19,10.0.1.10,445,UDP,32980
2025-03-01 18:19:00,10.0.0.15,10.0.1.20,443,UDP,1494484
2025-03-02 13:04:00,10.0.1.50,10.0.1.30,445,UDP,1437658
2025-03-01 13:59:00,10.0.0.21,10.0.1.50,445,TCP,792821
2025-03-02 16:29:00,10.0.0.13,10.0.1.20,443,UDP,1366427
2025-03-01 10:47:00,10.0.1.10,10.0.1.10,53,TCP,183018
2025-03-01 21:41:00,10.0.0.12,10.0.1.50,22,TCP,557821
2025-03-03 08:47:00,10.0.0.18,45.33.12.8,445,TCP,1450954
2025-03-02 10:57:00,10.0.0.12,142.250.74.14,80,TCP,977394
2025-03-01 22:50:00,10.0.0.20,10.0.1.50,80,UDP,332440
2025-03-01 22:42:00,10.0.1.50,10.0.1.10,443,TCP,1144033
2025-03-01 17:59:00,10.0.0.16,142.250.74.14,445,TCP,1457555
2025-03-01 13:12:00,10.0.0.15,10.0.1.20,443,TCP,1158195
2025-03-01 10:54:00,10.0.1.40,45.33.12.8,80,TCP,14655
2025-03-02 22:02:00,10.0.0.10,10.0.1.10,443,TCP,509483
2025-03-02 08:40:00,10.0.0.12,10.0.1.40,53,TCP,919022
2025-03-01 22:11:00,10.0.0.19,185.222.100.8,443,UDP,1323472
2025-03-01 20:31:00,10.0.0.14,91.203.5.21,445,TCP,1312702
2025-03-03 08:06:00,10.0.1.50,10.0.1.40,53,UDP,1368675
2025-03-02 22:41:00,10.0.0.14,103.25.56.10,53,TCP,91308
2025-03-02 23:36:00,10.0.0.17,10.0.1.50,3389,UDP,923214
2025-03-01 16:05:00,10.0.0.20,10.0.1.30,80,TCP,905860
2025-03-02 17:51:00,10.0.1.40,10.0.1.50,443,UDP,587343
2025-03-02 01:43:00,10.0.0.17,103.25.56.10,3389,TCP,631792
2025-03-03 03:57:00,10.0.0.22,10.0.1.50,443,UDP,601782
2025-03-01 11:03:00,10.0.1.20,103.25.56.10,445,TCP,1083585
2025-03-01 09:42:00,10.0.1.40,45.33.12.8,80,TCP,158520
2025-03-01 10:08:00,10.0.0.17,91.203.5.21,445,UDP,1017154
2025-03-01 19:33:00,10.0.0.12,10.0.1.10,22,TCP,493911
2025-03-02 09:12:00,10.0.1.10,10.0.1.30,3389,TCP,336076
2025-03-01 15:04:00,10.0.0.22,10.0.1.50,443,UDP,1430930
2025-03-02 08:21:00,10.0.0.16,91.203.5.21,445,UDP,804610
2025-03-02 20:38:00,10.0.0.15,10.0.1.10,443,TCP,1400728
2025-03-02 20:14:00,10.0.1.20,103.25.56.10,443,UDP,1027858
2025-03-02 21:01:00,10.0.0.17,10.0.1.20,3389,TCP,298972
2025-03-01 08:53:00,10.0.0.22,10.0.1.50,22,TCP,572251
2025-03-02 02:51:00,10.0.0.21,142.250.74.14,53,TCP,915236
2025-03-01 23:09:00,10.0.0.14,10.0.1.50,443,TCP,1056483
2025-03-01 11:11:00,10.0.0.11,185.222.100.8,445,TCP,518007
2025-03-02 10:30:00,10.0.1.20,185.222.100.8,443,UDP,248489
2025-03-03 09:23:00,10.0.0.15,10.0.1.30,445,TCP,1280857
2025-03-01 18:12:00,10.0.0.17,10.0.1.50,3389,TCP,36949
2025-03-03 05:34:00,10.0.1.20,188.166.10.4,80,UDP,634281
2025-03-01 17:59:00,10.0.1.20,10.0.1.20,445,UDP,1455100
2025-03-02 17:27:00,10.0.0.11,91.203.5.21,3389,UDP,1443333
2025-03-02 01:43:00,10.0.0.16,91.203.5.21,53,TCP,525983
2025-03-01 19:29:00,10.0.0.11,10.0.1.50,3389,TCP,1325347
2025-03-01 18:43:00,10.0.0.11,10.0.1.20,443,TCP,211247
2025-03-02 08:58:00,10.0.1.20,10.0.1.30,80,UDP,1094277
2025-03-03 02:22:00,10.0.1.40,91.203.5.21,443,UDP,818243
2025-03-02 08:35:00,10.0.1.50,142.250.74.14,53,UDP,897775
2025-03-03 04:06:00,10.0.0.11,91.203.5.21,443,UDP,18675
2025-03-02 07:06:00,10.0.0.11,45.33.12.8,22,UDP,534568
2025-03-02 06:56:00,10.0.0.16,10.0.1.10,22,TCP,126253
2025-03-02 17:06:00,10.0.0.21,10.0.1.40,80,UDP,396082
2025-03-02 22:50:00,10.0.1.50,10.0.1.10,22,UDP,331430
2025-03-01 18:44:00,10.0.0.19,10.0.1.10,80,TCP,1118096
2025-03-02 07:02:00,10.0.0.20,45.33.12.8,80,TCP,564573
2025-03-02 12:47:00,10.0.1.20,45.33.12.8,3389,TCP,375412
2025-03-03 08:58:00,10.0.0.17,91.203.5.21,445,TCP,510329
2025-03-03 01:00:00,10.0.0.19,10.0.1.40,53,UDP,1215273
2025-03-02 11:26:00,10.0.0.10,91.203.5.21,445,UDP,1461473
2025-03-03 06:40:00,10.0.0.17,103.25.56.10,3389,UDP,855734
2025-03-01 08:55:00,10.0.0.16,188.166.10.4,80,UDP,334569
2025-03-03 09:03:00,10.0.0.10,103.25.56.10,3389,UDP,1438043
2025-03-02 16:29:00,10.0.0.22,10.0.1.40,53,TCP,488441
2025-03-02 02:25:00,10.0.0.15,10.0.1.30,443,TCP,953111
2025-03-01 12:18:00,10.0.0.14,10.0.1.50,80,UDP,830768
2025-03-01 20:16:00,10.0.0.23,10.0.1.30,22,TCP,1286807
2025-03-03 05:13:00,10.0.1.50,10.0.1.40,3389,UDP,27092
2025-03-01 13:32:00,10.0.0.15,45.33.12.8,22,TCP,1381331
2025-03-02 09:18:00,10.0.1.40,45.33.12.8,22,UDP,937523
2025-03-01 23:11:00,10.0.0.16,185.222.100.8,22,UDP,793656
2025-03-03 01:15:00,10.0.1.20,10.0.1.30,22,UDP,1123462
2025-03-03 03:17:00,10.0.0.17,10.0.1.30,445,TCP,1344683
2025-03-01 20:00:00,10.0.0.16,185.222.100.8,53,UDP,906467
2025-03-03 01:42:00,10.0.1.30,142.250.74.14,80,TCP,887963
2025-03-03 04:36:00,10.0.0.11,10.0.1.30,80,TCP,676009
2025-03-02 20:11:00,10.0.1.40,185.222.100.8,3389,UDP,866258
2025-03-03 09:08:00,10.0.1.40,10.0.1.50,3389,UDP,141756
2025-03-02 08:47:00,10.0.0.14,10.0.1.30,443,TCP,347655
2025-03-02 05:19:00,10.0.0.15,188.166.10.4,53,TCP,839192
2025-03-02 08:32:00,10.0.0.17,185.222.100.8,445,UDP,1209605
2025-03-03 06:15:00,10.0.0.12,142.250.74.14,53,UDP,17296
2025-03-02 08:07:00,10.0.0.13,45.33.12.8,22,UDP,345894
2025-03-01 13:27:00,10.0.1.50,10.0.1.50,80,TCP,837302
2025-03-01 23:18:00,10.0.1.40,142.250.74.14,445,UDP,910773
2025-03-02 23:09:00,10.0.1.50,185.222.100.8,22,UDP,1480273
2025-03-02 14:02:00,10.0.1.10,188.166.10.4,22,UDP,576230
2025-03-02 19:25:00,10.0.0.10,10.0.1.10,3389,TCP,867461
2025-03-02 00:01:00,10.0.0.22,142.250.74.14,22,TCP,788790
2025-03-02 09:01:00,10.0.1.10,10.0.1.40,445,TCP,229276
2025-03-03 01:01:00,10.0.0.20,10.0.1.10,443,TCP,843051
2025-03-01 09:30:00,10.0.0.17,91.203.5.21,445,TCP,746500
2025-03-02 14:34:00,10.0.0.13,103.25.56.10,445,TCP,688251
2025-03-03 08:21:00,10.0.0.10,103.25.56.10,445,UDP,37055
2025-03-02 12:28:00,10.0.1.50,142.250.74.14,3389,TCP,1398985
2025-03-02 07:26:00,10.0.0.16,45.33.12.8,445,UDP,1219988
2025-03-01 08:22:00,10.0.1.30,10.0.1.10,53,UDP,790427
2025-03-02 07:02:00,10.0.0.11,10.0.1.20,445,UDP,350532
2025-03-02 20:00:00,10.0.1.30,10.0.1.40,3389,TCP,431307
2025-03-03 06:50:00,10.0.1.50,10.0.1.10,445,TCP,1107241
2025-03-03 08:20:00,10.0.0.23,103.25.56.10,443,UDP,1259057
2025-03-03 00:51:00,10.0.0.23,10.0.1.30,443,TCP,1108370
2025-03-01 17:17:00,10.0.0.21,142.250.74.14,443,UDP,22459
2025-03-03 05:37:00,10.0.1.40,185.222.100.8,53,TCP,216433
2025-03-02 15:28:00,10.0.1.50,10.0.1.30,445,TCP,1280275
2025-03-01 15:31:00,10.0.0.18,45.33.12.8,22,UDP,1023435
2025-03-02 16:17:00,10.0.0.19,91.203.5.21,3389,TCP,175529
2025-03-01 16:55:00,10.0.0.11,45.33.12.8,80,UDP,1432328
2025-03-01 16:59:00,10.0.0.16,10.0.1.20,22,TCP,707208
2025-03-03 08:17:00,10.0.0.12,185.222.100.8,443,UDP,17329
2025-03-01 09:45:00,10.0.0.21,188.166.10.4,22,UDP,1390563
2025-03-01 22:33:00,10.0.1.40,10.0.1.20,80,TCP,80612
2025-03-01 15:16:00,10.0.0.18,10.0.1.20,80,UDP,823322
2025-03-01 09:46:00,10.0.0.14,45.33.12.8,80,TCP,931104
2025-03-02 20:06:00,10.0.0.22,10.0.1.10,22,UDP,440166
2025-03-03 08:36:00,10.0.0.21,45.33.12.8,80,TCP,476429
2025-03-02 20:30:00,10.0.0.13,142.250.74.14,3389,UDP,1385438
2025-03-02 14:45:00,10.0.0.11,10.0.1.40,445,UDP,479775
2025-03-01 22:21:00,10.0.0.17,10.0.1.40,3389,UDP,411792
2025-03-02 00:06:00,10.0.0.20,142.250.74.14,443,TCP,286357
2025-03-01 09:04:00,10.0.0.10,10.0.1.30,445,UDP,984106
2025-03-02 07:17:00,10.0.0.15,10.0.1.40,53,TCP,586230
2025-03-01 12:51:00,10.0.0.11,103.25.56.10,22,TCP,924836
2025-03-03 08:44:00,10.0.0.16,10.0.1.20,53,TCP,251286
2025-03-01 09:00:00,10.0.0.14,10.0.1.50,445,TCP,1119506
2025-03-01 19:13:00,10.0.0.15,45.33.12.8,80,TCP,569518
2025-03-01 20:34:00,10.0.0.14,10.0.1.30,53,UDP,537363
2025-03-01 08:54:00,10.0.0.15,103.25.56.10,443,UDP,1273872
2025-03-01 17:59:00,10.0.0.21,45.33.12.8,445,TCP,929060
2025-03-01 17:11:00,10.0.0.19,142.250.74.14,443,UDP,76746
2025-03-02 12:42:00,10.0.1.10,185.222.100.8,445,TCP,630948
2025-03-02 05:33:00,10.0.0.11,103.25.56.10,22,TCP,208499
2025-03-02 08:03:00,10.0.0.17,10.0.1.40,80,TCP,1183669
2025-03-02 20:26:00,10.0.1.40,10.0.1.40,80,UDP,1241459
2025-03-03 02:52:00,10.0.1.30,185.222.100.8,445,TCP,617204
2025-03-02 02:10:00,10.0.0.16,10.0.1.40,80,UDP,1098374
2025-03-02 05:12:00,10.0.0.12,10.0.1.10,80,TCP,89839
2025-03-02 03:48:00,10.0.0.14,10.0.1.20,3389,TCP,1065532
2025-03-02 17:37:00,10.0.0.15,188.166.10.4,443,UDP,300524
2025-03-02 19:56:00,10.0.0.14,10.0.1.50,80,TCP,165967
2025-03-01 19:03:00,10.0.0.16,142.250.74.14,22,UDP,412030
2025-03-02 19:47:00,10.0.1.30,10.0.1.30,443,TCP,666029
2025-03-01 22:09:00,10.0.0.17,10.0.1.40,53,UDP,1161357
2025-03-02 19:13:00,10.0.0.15,91.203.5.21,22,TCP,201770
2025-03-02 01:03:00,10.0.1.20,10.0.1.30,80,UDP,472072
2025-03-01 11:02:00,10.0.0.20,10.0.1.20,53,TCP,235064
2025-03-01 09:31:00,10.0.1.30,188.166.10.4,80,TCP,1062279
2025-03-01 19:48:00,10.0.0.22,10.0.1.30,445,UDP,190840
2025-03-02 03:05:00,10.0.0.21,10.0.1.30,80,TCP,888610
2025-03-02 16:49:00,10.0.0.22,188.166.10.4,22,TCP,301865
2025-03-01 23:18:00,10.0.1.50,45.33.12.8,443,TCP,1177044
2025-03-01 20:05:00,10.0.0.20,142.250.74.14,22,UDP,808559
2025-03-02 11:38:00,10.0.0.18,10.0.1.20,22,UDP,5161
2025-03-02 01:16:00,10.0.0.13,10.0.1.20,445,UDP,1128026
2025-03-02 14:22:00,10.0.0.23,142.250.74.14,3389,UDP,439180
2025-03-02 13:33:00,10.0.0.11,10.0.1.30,80,TCP,882913
2025-03-01 16:15:00,10.0.1.10,10.0.1.20,80,UDP,1453884
2025-03-02 18:07:00,10.0.0.15,103.25.56.10,3389,TCP,539173
2025-03-01 19:44:00,10.0.0.10,188.166.10.4,3389,TCP,207193
2025-03-03 03:21:00,10.0.1.40,10.0.1.30,443,TCP,217007
2025-03-01 22:37:00,10.0.0.11,10.0.1.40,22,UDP,1484530
2025-03-02 00:01:00,10.0.0.16,10.0.1.20,445,TCP,237947
2025-03-01 12:27:00,10.0.0.14,10.0.1.30,3389,UDP,187540
2025-03-02 20:40:00,10.0.0.20,91.203.5.21,53,TCP,1245828
2025-03-03 06:39:00,10.0.1.40,188.166.10.4,22,UDP,1396224
2025-03-03 02:17:00,10.0.0.20,10.0.1.30,80,TCP,752238
2025-03-03 08:55:00,10.0.0.17,91.203.5.21,443,TCP,550869
2025-03-03 07:47:00,10.0.1.50,103.25.56.10,22,TCP,193347
2025-03-03 09:06:00,10.0.0.23,188.166.10.4,22,TCP,1480275
2025-03-01 19:43:00,10.0.1.40,91.203.5.21,3389,UDP,236714
2025-03-02 03:41:00,10.0.0.11,188.166.10.4,22,UDP,276377
2025-03-02 07:27:00,10.0.1.20,185.222.100.8,80,TCP,1169109
2025-03-01 19:42:00,10.0.0.17,10.0.1.20,53,TCP,908249
2025-03-01 23:20:00,10.0.1.30,45.33.12.8,80,UDP,1193314
2025-03-01 11:04:00,10.0.0.23,10.0.1.30,80,UDP,992605
2025-03-03 01:05:00,10.0.0.21,10.0.1.30,3389,TCP,50967
2025-03-02 02:10:00,10.0.0.23,10.0.1.10,445,TCP,1320752
2025-03-03 05:59:00,10.0.0.19,45.33.12.8,3389,TCP,7661
2025-03-03 01:03:00,10.0.0.20,10.0.1.30,53,TCP,1409499
2025-03-03 07:56:00,10.0.0.13,10.0.1.50,443,UDP,441258
2025-03-02 12:14:00,10.0.0.14,188.166.10.4,445,UDP,272566
2025-03-03 03:49:00,10.0.0.23,10.0.1.10,443,UDP,1282782
2025-03-03 04:05:00,10.0.0.15,142.250.74.14,80,UDP,1100660
2025-03-01 13:19:00,10.0.1.10,45.33.12.8,22,UDP,1493238
2025-03-01 13:49:00,10.0.0.11,10.0.1.40,443,UDP,1240438
2025-03-02 03:35:00,10.0.0.18,10.0.1.20,443,TCP,926131
2025-03-03 07:19:00,10.0.0.20,10.0.1.10,3389,UDP,144413
2025-03-02 14:39:00,10.0.0.17,185.222.100.8,80,TCP,1344015
2025-03-02 20:11:00,10.0.0.20,10.0.1.50,22,TCP,977777
2025-03-02 12:50:00,10.0.0.14,45.33.12.8,80,TCP,91147
2025-03-02 19:26:00,10.0.0.13,10.0.1.20,443,UDP,708223
2025-03-03 05:54:00,10.0.0.18,91.203.5.21,53,UDP,155652
2025-03-02 00:10:00,10.0.0.15,10.0.1.10,443,TCP,950426
2025-03-02 21:35:00,10.0.0.13,10.0.1.20,53,TCP,512540
2025-03-02 15:24:00,10.0.0.18,103.25.56.10,80,UDP,938705
2025-03-01 11:14:00,10.0.0.20,103.25.56.10,445,UDP,1459870
2025-03-01 19:18:00,10.0.0.22,103.25.56.10,53,TCP,1324387
2025-03-02 20:47:00,10.0.0.23,103.25.56.10,443,UDP,141024
2025-03-02 00:11:00,10.0.0.13,10.0.1.50,3389,TCP,858194
2025-03-01 18:02:00,10.0.0.20,10.0.1.20,22,UDP,1310755
2025-03-02 21:38:00,10.0.0.18,10.0.1.50,22,TCP,1174463
2025-03-02 05:06:00,10.0.0.10,188.166.10.4,445,UDP,615442
2025-03-01 18:34:00,10.0.0.20,188.166.10.4,445,TCP,12409
2025-03-02 01:17:00,10.0.0.11,142.250.74.14,3389,TCP,605174
2025-03-02 19:26:00,10.0.1.40,10.0.1.10,53,TCP,838932
2025-03-01 20:38:00,10.0.0.17,91.203.5.21,80,TCP,334336
2025-03-03 06:01:00,10.0.0.10,10.0.1.40,445,UDP,617217
2025-03-01 15:44:00,10.0.0.17,10.0.1.10,445,UDP,26233
2025-03-03 08:20:00,10.0.1.20,103.25.56.10,3389,TCP,1181790
2025-03-01 21:20:00,10.0.1.40,10.0.1.30,22,UDP,199058
2025-03-02 13:00:00,10.0.0.16,185.222.100.8,22,TCP,809834
2025-03-01 16:15:00,10.0.1.20,45.33.12.8,445,TCP,472603
2025-03-03 02:55:00,10.0.0.18,10.0.1.40,22,TCP,68925
2025-03-02 02:30:00,10.0.0.20,45.33.12.8,80,UDP,826611
2025-03-01 12:39:00,10.0.1.20,103.25.56.10,53,UDP,1469949
2025-03-03 02:52:00,10.0.0.15,10.0.1.10,443,UDP,945228
2025-03-03 03:55:00,10.0.1.10,10.0.1.50,445,TCP,452013
2025-03-02 19:31:00,10.0.0.12,185.222.100.8,80,UDP,989320
2025-03-02 14:13:00,10.0.0.14,91.203.5.21,3389,UDP,525339
2025-03-02 12:27:00,10.0.0.23,91.203.5.21,80,TCP,1491154
2025-03-01 17:39:00,10.0.0.17,10.0.1.30,80,UDP,262273
2025-03-01 18:50:00,10.0.0.13,185.222.100.8,22,TCP,520381
2025-03-02 17:08:00,10.0.0.10,91.203.5.21,22,TCP,323245
2025-03-01 21:03:00,10.0.0.11,10.0.1.20,53,UDP,1034515
2025-03-03 08:22:00,10.0.0.21,142.250.74.14,443,UDP,631768
2025-03-02 12:37:00,10.0.1.50,10.0.1.40,443,TCP,93332
2025-03-02 14:23:00,10.0.0.16,10.0.1.10,22,TCP,1497660
2025-03-01 21:59:00,10.0.1.10,10.0.1.10,53,TCP,1400214
2025-03-01 22:08:00,10.0.0.11,10.0.1.40,445,TCP,832045
2025-03-01 17:32:00,10.0.1.50,10.0.1.40,3389,UDP,761363
2025-03-02 17:16:00,10.0.0.17,188.166.10.4,3389,TCP,1191105
2025-03-02 23:40:00,10.0.0.19,185.222.100.8,80,UDP,551442
2025-03-02 05:10:00,10.0.1.20,10.0.1.50,53,UDP,1225927
2025-03-03 02:11:00,10.0.0.21,10.0.1.30,53,UDP,501207
2025-03-02 20:52:00,10.0.1.50,10.0.1.30,443,TCP,114520
2025-03-01 08:06:00,10.0.0.16,10.0.1.30,53,TCP,1209604
2025-03-02 04:58:00,10.0.0.11,185.222.100.8,445,TCP,1176146
2025-03-01 14:10:00,10.0.0.17,142.250.74.14,3389,UDP,432509
2025-03-01 23:14:00,10.0.0.18,91.203.5.21,53,UDP,622224
2025-03-02 08:07:00,10.0.0.10,10.0.1.40,3389,UDP,140471
2025-03-02 03:59:00,10.0.0.11,142.250.74.14,53,UDP,1133233
2025-03-02 18:49:00,10.0.1.30,10.0.1.10,443,UDP,452806
2025-03-02 05:01:00,10.0.0.17,142.250.74.14,22,UDP,1042589
2025-03-03 01:00:00,10.0.0.20,103.25.56.10,443,TCP,672117
2025-03-01 16:36:00,10.0.0.23,45.33.12.8,80,UDP,1493604
2025-03-03 08:27:00,10.0.0.15,91.203.5.21,80,UDP,737792
2025-03-02 12:35:00,10.0.0.10,10.0.1.30,53,TCP,1189848
2025-03-03 06:22:00,10.0.0.20,10.0.1.10,3389,TCP,1318021
2025-03-02 18:48:00,10.0.0.18,185.222.100.8,22,TCP,385968
2025-03-03 04:28:00,10.0.0.16,103.25.56.10,3389,UDP,1467069
2025-03-01 19:00:00,10.0.1.50,185.222.100.8,445,UDP,285781
2025-03-01 18:52:00,10.0.0.14,103.25.56.10,22,UDP,783336
2025-03-03 04:29:00,10.0.0.12,142.250.74.14,22,TCP,983538
2025-03-02 21:40:00,10.0.0.11,91.203.5.21,3389,UDP,784911
2025-03-03 04:41:00,10.0.0.23,10.0.1.40,53,TCP,968431
2025-03-01 12:19:00,10.0.0.22,188.166.10.4,80,UDP,1052604
2025-03-02 22:08:00,10.0.0.12,10.0.1.20,443,UDP,175947
2025-03-01 17:20:00,10.0.0.19,188.166.10.4,22,TCP,1244021
2025-03-02 23:40:00,10.0.0.11,142.250.74.14,80,TCP,193889
2025-03-01 19:42:00,10.0.0.20,103.25.56.10,3389,UDP,1032100
2025-03-03 09:09:00,10.0.1.40,10.0.1.20,445,UDP,21023
2025-03-03 07:55:00,10.0.1.30,103.25.56.10,22,UDP,1219446
2025-03-02 15:19:00,10.0.0.19,188.166.10.4,53,TCP,166489
2025-03-02 18:13:00,10.0.0.22,10.0.1.20,3389,TCP,859360
2025-03-02 16:04:00,10.0.0.13,188.166.10.4,445,TCP,799814
2025-03-02 11:12:00,10.0.0.13,91.203.5.21,53,TCP,240411
2025-03-03 07:54:00,10.0.0.18,91.203.5.21,443,UDP,164282
2025-03-01 09:11:00,10.0.0.22,91.203.5.21,80,UDP,1092789
2025-03-02 19:24:00,10.0.0.10,10.0.1.10,53,UDP,611118
2025-03-02 16:19:00,10.0.0.17,10.0.1.40,53,TCP,141760
2025-03-01 14:36:00,10.0.0.21,103.25.56.10,445,TCP,531621
2025-03-01 09:21:00,10.0.0.17,10.0.1.30,3389,TCP,1192937
2025-03-01 09:29:00,10.0.0.13,10.0.1.40,3389,UDP,943685
2025-03-02 12:29:00,10.0.1.50,10.0.1.10,53,TCP,1361789
2025-03-02 18:18:00,10.0.1.30,142.250.74.14,445,UDP,1423484
2025-03-02 05:18:00,10.0.0.11,185.222.100.8,445,TCP,120639
2025-03-02 14:30:00,10.0.0.20,103.25.56.10,443,UDP,1140561
2025-03-02 15:39:00,10.0.0.23,10.0.1.20,53,TCP,584328
2025-03-03 06:43:00,10.0.1.50,142.250.74.14,443,TCP,488074
2025-03-02 05:58:00,10.0.0.21,45.33.12.8,80,UDP,1224058
2025-03-01 18:29:00,10.0.0.11,10.0.1.10,53,TCP,879640
2025-03-01 11:45:00,10.0.0.16,188.166.10.4,22,UDP,1091159
2025-03-02 00:42:00,10.0.0.18,10.0.1.20,22,TCP,903741
2025-03-03 05:06:00,10.0.0.21,10.0.1.10,445,UDP,688100
2025-03-03 05:01:00,10.0.0.21,10.0.1.40,53,TCP,428439
2025-03-01 13:05:00,10.0.0.18,185.222.100.8,3389,TCP,511420
2025-03-01 16:40:00,10.0.0.19,103.25.56.10,22,UDP,1010904
2025-03-01 17:26:00,10.0.0.22,91.203.5.21,80,TCP,1171465
2025-03-01 23:51:00,10.0.1.40,142.250.74.14,22,UDP,820195
2025-03-01 09:29:00,10.0.1.50,91.203.5.21,445,TCP,406051
2025-03-02 05:38:00,10.0.0.12,10.0.1.30,53,TCP,318999
2025-03-01 23:38:00,10.0.0.15,10.0.1.20,3389,UDP,1280979
